episode,global_step,elapsed_s,adv_reward,good_reward,aloss_leader,aloss_adv,aloss_good,closs_adv,ent_adv,ent_good,kl_adv
3300,165000,810.9,55.885,-30.963,-0.0026,-0.0011,-0.0001,0.2099,1.3161,1.4461,0.0010
3320,166000,815.7,46.497,-36.514,-0.0025,-0.0007,-0.0007,0.2412,1.3215,1.4285,0.0000
3340,167000,820.8,52.545,-34.425,-0.0020,-0.0017,-0.0018,0.1395,1.3230,1.4161,-0.0005
3360,168000,825.5,45.693,-30.269,-0.0015,-0.0010,-0.0007,0.2495,1.3179,1.4289,0.0008
3380,169000,830.2,34.848,-25.985,-0.0017,-0.0007,-0.0013,0.1337,1.3110,1.4402,0.0006
3400,,,,,,,,,,,
3400,170000,837.0,42.061,-27.584,-0.0020,-0.0009,-0.0014,0.1519,1.3032,1.4473,0.0001
3420,171000,841.6,49.657,-31.862,-0.0026,-0.0011,-0.0005,0.2550,1.3037,1.4672,0.0009
3440,172000,846.4,48.469,-33.377,-0.0019,-0.0007,-0.0014,0.1783,1.2943,1.4664,0.0006
3460,173000,851.5,36.894,-41.150,-0.0020,-0.0005,-0.0027,0.1892,1.2833,1.4538,0.0004
3480,174000,856.3,54.941,-37.491,-0.0019,-0.0006,-0.0006,0.2194,1.2953,1.4526,0.0001
3500,175000,861.0,58.641,-35.690,-0.0019,-0.0007,-0.0011,0.1914,1.3049,1.4509,0.0001
3520,176000,865.9,64.771,-37.955,-0.0033,-0.0007,-0.0017,0.2448,1.2864,1.4495,0.0000
3540,177000,870.7,43.807,-36.269,-0.0014,-0.0007,-0.0017,0.1693,1.2815,1.4436,0.0002
3560,178000,875.5,47.130,-31.859,-0.0026,-0.0005,-0.0017,0.2627,1.2827,1.4435,0.0001
3580,179000,880.6,55.743,-32.644,-0.0021,-0.0007,-0.0013,0.2357,1.3175,1.4358,0.0002
3600,,,,,,,,,,,
3600,180000,887.3,48.142,-30.927,-0.0023,-0.0010,-0.0007,0.1897,1.2987,1.4205,-0.0002
3620,181000,892.1,46.283,-33.886,-0.0020,-0.0011,-0.0005,0.2410,1.3169,1.4090,-0.0002
3640,182000,897.0,45.621,-31.289,-0.0019,-0.0010,-0.0009,0.2104,1.3108,1.4332,0.0006
3660,183000,901.7,49.145,-28.676,-0.0016,-0.0015,-0.0014,0.2454,1.2903,1.4392,0.0003
3680,184000,906.2,44.208,-26.764,-0.0017,-0.0007,-0.0010,0.1274,1.2860,1.4286,0.0004
3700,185000,910.9,43.077,-37.648,-0.0022,-0.0012,-0.0004,0.1777,1.2822,1.3961,0.0004
3720,186000,915.5,45.996,-36.101,-0.0017,-0.0010,-0.0008,0.1853,1.3000,1.4491,0.0001
3740,187000,919.9,43.227,-27.767,-0.0014,-0.0003,-0.0003,0.2092,1.2934,1.4462,0.0001
3760,188000,924.5,46.381,-35.511,-0.0018,-0.0008,-0.0012,0.1829,1.2735,1.4327,0.0003
3780,189000,929.1,47.677,-38.967,-0.0021,-0.0012,-0.0010,0.2040,1.2497,1.4555,0.0000
3800,,,,,,,,,,,
3800,190000,935.5,50.098,-35.109,-0.0023,-0.0008,-0.0005,0.1901,1.2739,1.4608,-0.0001
3820,191000,940.1,41.971,-30.046,-0.0033,-0.0005,-0.0017,0.1828,1.2799,1.4500,-0.0003
3840,192000,944.7,41.917,-28.468,-0.0031,-0.0006,-0.0011,0.2526,1.2524,1.4628,-0.0001
3860,193000,949.3,44.529,-37.133,-0.0026,-0.0009,-0.0019,0.1818,1.2413,1.4723,-0.0001
3880,194000,953.9,40.044,-28.479,-0.0026,-0.0006,-0.0016,0.1723,1.2623,1.4777,0.0004
3900,195000,958.6,41.179,-31.749,-0.0028,-0.0008,-0.0006,0.1262,1.2812,1.4569,0.0001
3920,196000,963.1,34.557,-30.810,-0.0021,-0.0013,-0.0010,0.2072,1.2924,1.4714,0.0007
3940,197000,967.8,32.145,-21.021,-0.0021,-0.0012,-0.0008,0.1417,1.2888,1.4726,-0.0003
3960,198000,972.4,36.779,-27.514,-0.0022,-0.0011,-0.0007,0.1036,1.2927,1.4523,0.0001
3980,199000,977.2,30.684,-29.558,-0.0025,-0.0007,-0.0010,0.1515,1.3474,1.4727,-0.0005
4000,,,,,,,,,,,
4000,200000,984.0,39.474,-29.414,-0.0022,-0.0009,-0.0016,0.1804,1.3210,1.4453,-0.0003
4020,201000,988.5,41.576,-28.955,-0.0023,-0.0012,-0.0020,0.1712,1.3243,1.4714,0.0006
4040,202000,993.1,56.730,-33.931,-0.0028,-0.0008,-0.0004,0.2047,1.3248,1.4670,0.0001
4060,203000,997.8,39.704,-24.483,-0.0020,-0.0010,-0.0010,0.1432,1.3087,1.4723,0.0007
4080,204000,1003.1,43.845,-30.520,-0.0021,-0.0009,-0.0010,0.2727,1.2899,1.4598,0.0002
4100,205000,1008.1,43.065,-29.913,-0.0021,-0.0008,-0.0013,0.1529,1.2930,1.4599,-0.0002
4120,206000,1012.8,40.202,-29.629,-0.0027,-0.0004,-0.0012,0.1819,1.3218,1.4640,0.0000
4140,207000,1017.8,44.635,-32.024,-0.0031,-0.0007,-0.0014,0.1900,1.3063,1.4619,0.0003
