episode,step,time_s,adv_reward,good_reward,actor_loss,critic_loss,entropy,kl,q_loss
3660,183000,724.0,232.1875,-39.6682,-0.0013,0.2026,1.9936,-0.0001,nan
3680,184000,727.5,244.5073,-27.1787,-0.0017,0.1458,2.0064,-0.0001,nan
3700,,,,,,,,,
3700,185000,732.6,214.2331,-24.4737,-0.0015,0.1642,2.0131,0.0004,nan
3720,186000,736.2,257.4788,-28.1749,-0.0013,0.1924,2.0558,0.0002,nan
3740,187000,740.0,206.4461,-31.1808,-0.0012,0.0830,2.0041,-0.0004,nan
3760,188000,743.6,266.5086,-32.5105,-0.0015,0.1960,2.0150,0.0004,nan
3780,189000,747.3,246.0790,-29.8411,-0.0018,0.1604,2.0167,0.0005,nan
3800,,,,,,,,,
3800,190000,752.5,240.8648,-36.0065,-0.0015,0.1529,2.0118,0.0001,nan
3820,191000,756.1,287.8397,-34.3418,-0.0012,0.1938,1.9995,0.0002,nan
3840,192000,759.7,214.6582,-28.8346,-0.0014,0.1442,1.9797,0.0001,nan
3860,193000,763.4,189.8721,-30.3838,-0.0013,0.1735,1.9920,0.0003,nan
3880,194000,767.0,280.2953,-25.5552,-0.0013,0.1698,2.0029,0.0004,nan
3900,,,,,,,,,
3900,195000,772.2,210.0722,-28.3013,-0.0022,0.1398,1.9696,0.0002,nan
3920,196000,775.7,206.2304,-27.1697,-0.0016,0.1641,1.9640,0.0000,nan
3940,197000,779.3,223.8597,-24.5343,-0.0015,0.1691,2.0006,0.0004,nan
3960,198000,783.0,269.8057,-31.9637,-0.0015,0.1356,1.9675,0.0003,nan
3980,199000,786.6,254.7885,-36.4880,-0.0014,0.2180,2.0002,0.0002,nan
4000,,,,,,,,,
4000,200000,791.8,244.4506,-33.2966,-0.0016,0.1789,1.9799,0.0003,nan
