episode,step,time_s,adv_reward,good_reward,actor_loss,critic_loss,entropy,kl,q_loss
3620,181000,725.7,284.6843,-31.5498,-0.0013,0.1425,2.0149,0.0002,nan
3640,182000,729.4,260.3280,-27.1644,-0.0016,0.0923,2.0423,0.0001,nan
3660,183000,733.1,261.9998,-27.7474,-0.0015,0.1155,2.0328,0.0000,nan
3680,184000,736.9,251.8114,-26.9274,-0.0017,0.1246,2.0085,0.0004,nan
3700,,,,,,,,,
3700,185000,742.1,232.7958,-31.8029,-0.0016,0.1354,1.9877,0.0003,nan
3720,186000,745.8,177.1975,-28.7068,-0.0014,0.1189,2.0318,0.0002,nan
3740,187000,749.5,250.7193,-29.6930,-0.0011,0.1085,2.0041,0.0000,nan
3760,188000,753.3,229.2056,-34.1555,-0.0015,0.1285,2.0208,0.0005,nan
3780,189000,757.1,224.1140,-36.8195,-0.0014,0.1227,2.0214,-0.0001,nan
3800,,,,,,,,,
3800,190000,762.5,228.0490,-29.8751,-0.0016,0.1317,1.9946,0.0004,nan
3820,191000,766.2,253.8685,-36.2409,-0.0017,0.1156,1.9749,0.0003,nan
3840,192000,769.9,240.6508,-28.8550,-0.0013,0.1624,2.0127,0.0000,nan
3860,193000,773.6,240.0598,-27.4210,-0.0014,0.0809,1.9792,0.0006,nan
3880,194000,777.2,211.3894,-31.2502,-0.0020,0.1205,1.9924,0.0005,nan
3900,,,,,,,,,
3900,195000,782.5,232.2146,-31.9711,-0.0020,0.1665,1.9854,0.0004,nan
3920,196000,786.2,242.7640,-30.6178,-0.0019,0.1401,1.9762,0.0002,nan
3940,197000,789.9,203.9848,-30.7325,-0.0012,0.1588,1.9643,0.0004,nan
3960,198000,793.6,304.0685,-35.1474,-0.0016,0.1742,1.9735,-0.0001,nan
3980,199000,797.2,224.2192,-27.8708,-0.0021,0.1458,1.9880,0.0008,nan
4000,,,,,,,,,
4000,200000,802.6,265.0355,-32.1748,-0.0012,0.1296,1.9407,0.0001,nan
