episode,global_step,elapsed_s,adv_reward,good_reward,aloss_leader,aloss_adv,aloss_good,closs_adv,ent_adv,ent_good,kl_adv
4440,222000,1196.6,46.934,-37.185,-0.0023,-0.0014,-0.0017,0.2709,1.3367,1.3643,0.0003
4460,223000,1201.7,58.782,-37.537,-0.0023,-0.0017,-0.0018,0.2038,1.3418,1.3721,0.0003
4480,224000,1206.7,63.712,-36.159,-0.0019,-0.0006,-0.0006,0.2521,1.3237,1.3960,0.0001
4500,225000,1211.8,54.764,-30.225,-0.0025,-0.0010,-0.0013,0.1503,1.3552,1.4106,-0.0001
4520,226000,1217.0,63.725,-36.721,-0.0022,-0.0009,-0.0011,0.3533,1.3308,1.4046,0.0003
4540,227000,1222.3,59.387,-35.923,-0.0031,-0.0008,-0.0007,0.2527,1.3320,1.4159,0.0000
4560,228000,1227.5,59.464,-35.772,-0.0027,-0.0015,-0.0011,0.2547,1.3314,1.4191,0.0007
4580,229000,1232.7,57.095,-32.665,-0.0032,-0.0006,-0.0009,0.1803,1.3154,1.4315,-0.0001
4600,,,,,,,,,,,
4600,230000,1240.1,42.786,-39.614,-0.0023,-0.0010,-0.0009,0.1820,1.2963,1.4361,0.0001
4620,231000,1245.2,44.729,-27.793,-0.0023,-0.0006,-0.0017,0.1694,1.3042,1.4527,0.0004
4640,232000,1250.3,53.754,-32.418,-0.0023,-0.0008,-0.0008,0.1680,1.3028,1.4412,0.0002
4660,233000,1255.5,50.261,-33.659,-0.0025,-0.0008,-0.0010,0.1248,1.3276,1.4441,0.0002
4680,234000,1260.7,43.026,-34.706,-0.0027,-0.0007,-0.0016,0.1828,1.3260,1.4502,0.0001
