episode,step,time_s,adv_reward,good_reward,actor_loss,critic_loss,entropy,kl,q_loss
2080,104000,411.8,206.2956,-30.3642,-0.0014,0.1195,2.0141,-0.0002,nan
2100,,,,,,,,,
2100,105000,416.9,245.9791,-31.4927,-0.0012,0.1712,2.0173,0.0004,nan
2120,106000,420.6,267.0752,-28.7826,-0.0013,0.1264,2.0087,0.0001,nan
2140,107000,424.3,173.4492,-33.7266,-0.0015,0.1108,1.9879,-0.0003,nan
2160,108000,428.0,198.9962,-30.0030,-0.0015,0.1188,2.0185,0.0004,nan
2180,109000,431.8,231.0442,-25.1328,-0.0014,0.1339,2.0260,0.0003,nan
2200,,,,,,,,,
2200,110000,437.1,196.0448,-33.4455,-0.0014,0.1374,2.0044,0.0000,nan
2220,111000,440.7,224.8146,-29.5406,-0.0014,0.0795,2.0080,0.0001,nan
2240,112000,444.3,217.9142,-35.3279,-0.0013,0.1610,2.0248,0.0004,nan
2260,113000,448.0,219.8152,-28.2144,-0.0014,0.2156,2.0518,-0.0003,nan
2280,114000,451.6,235.7697,-29.5267,-0.0011,0.1099,2.0249,-0.0000,nan
2300,,,,,,,,,
2300,115000,456.8,197.3426,-32.1253,-0.0016,0.1120,2.0511,0.0001,nan
2320,116000,460.4,201.3605,-29.0100,-0.0014,0.1176,2.0350,0.0001,nan
2340,117000,464.2,266.1185,-31.1220,-0.0018,0.1799,2.0552,0.0002,nan
2360,118000,467.8,230.7431,-34.7642,-0.0011,0.1028,2.0116,0.0003,nan
2380,119000,471.5,241.5107,-28.4375,-0.0016,0.1311,2.0431,-0.0001,nan
2400,,,,,,,,,
2400,120000,476.8,196.4430,-29.8725,-0.0013,0.1612,2.0467,-0.0001,nan
2420,121000,480.4,228.4541,-23.7331,-0.0018,0.1447,2.0456,0.0005,nan
2440,122000,484.0,203.7220,-31.2576,-0.0014,0.1170,2.0366,-0.0002,nan
2460,123000,487.7,223.5321,-23.9745,-0.0014,0.1389,2.0011,0.0001,nan
2480,124000,491.3,193.9646,-27.1221,-0.0015,0.1427,2.0462,0.0000,nan
2500,,,,,,,,,
2500,125000,496.5,159.7637,-25.6634,-0.0011,0.1075,2.0219,0.0003,nan
2520,126000,500.2,233.6472,-30.0043,-0.0019,0.1349,2.0258,0.0004,nan
2540,127000,503.9,239.8805,-28.7039,-0.0014,0.0933,1.9914,0.0006,nan
2560,128000,507.6,222.0167,-27.0452,-0.0016,0.1107,2.0148,0.0003,nan
2580,129000,511.2,247.1634,-32.8274,-0.0017,0.1260,2.0174,0.0005,nan
2600,,,,,,,,,
2600,130000,516.5,202.2292,-22.3673,-0.0010,0.1301,2.0373,0.0002,nan
2620,131000,520.1,256.6887,-33.2535,-0.0012,0.1348,2.0145,-0.0001,nan
