episode,global_step,elapsed_s,adv_reward,good_reward,aloss_leader,aloss_adv,aloss_good,closs_adv,ent_adv,ent_good,kl_adv
1580,79000,426.0,27.665,-32.772,-0.0019,-0.0006,-0.0020,0.0192,1.4190,1.4637,-0.0000
1600,,,,,,,,,,,
1600,80000,433.4,20.703,-27.042,-0.0028,-0.0010,-0.0015,0.0179,1.4195,1.4236,-0.0001
1620,81000,438.4,27.495,-26.623,-0.0012,-0.0010,-0.0019,0.0258,1.4174,1.4335,-0.0001
1640,82000,443.6,31.482,-26.278,-0.0024,-0.0012,-0.0015,0.0192,1.4038,1.4625,0.0002
1660,83000,448.7,27.085,-20.289,-0.0015,-0.0008,-0.0009,0.0267,1.4082,1.4780,-0.0000
1680,84000,453.8,31.572,-23.987,-0.0023,-0.0011,-0.0010,0.0249,1.3955,1.4776,0.0002
1700,85000,459.0,26.575,-17.396,-0.0021,-0.0011,-0.0012,0.0175,1.3967,1.4728,0.0000
1720,86000,464.2,40.645,-25.659,-0.0017,-0.0018,-0.0010,0.0244,1.3882,1.4725,0.0006
1740,87000,469.2,40.299,-25.104,-0.0019,-0.0012,-0.0010,0.0325,1.3596,1.4871,-0.0003
1760,88000,474.4,32.835,-27.342,-0.0030,-0.0019,-0.0016,0.0192,1.3672,1.4965,0.0014
1780,89000,479.5,34.468,-27.024,-0.0010,-0.0010,-0.0014,0.0218,1.3604,1.5032,0.0001
1800,,,,,,,,,,,
1800,90000,487.1,45.913,-30.071,-0.0022,-0.0009,-0.0012,0.0264,1.3436,1.4606,-0.0003
1820,91000,492.2,34.744,-27.791,-0.0018,-0.0009,-0.0012,0.0224,1.3321,1.4561,0.0000
1840,92000,497.4,27.073,-28.456,-0.0018,-0.0008,-0.0013,0.0190,1.3426,1.4578,0.0001
1860,93000,502.6,35.936,-24.632,-0.0018,-0.0015,-0.0018,0.0235,1.3310,1.4619,-0.0001
1880,94000,507.6,32.667,-30.886,-0.0018,-0.0011,-0.0015,0.0237,1.3318,1.4292,0.0004
1900,95000,512.7,27.985,-25.725,-0.0020,-0.0006,-0.0042,0.0227,1.3418,1.4199,0.0003
1920,96000,517.9,24.506,-25.975,-0.0026,-0.0006,-0.0020,0.0183,1.3498,1.4024,0.0004
1940,97000,523.2,27.650,-17.159,-0.0023,-0.0012,-0.0018,0.0184,1.3740,1.3730,0.0000
1960,98000,528.3,28.810,-21.967,-0.0017,-0.0013,-0.0014,0.0249,1.3699,1.3486,0.0005
